method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,4962314,4939902,4888243,51659,74071,14440876,25.126090672818897,0.2655327728321098,0.3807328445468788,74.22764370980211,0.9873028421113011,0.9749240771739296,0.9895425050942306,0.985073294434814,0.996435475229144,0.0035645247708561,0.0104102642436572,7.873298582322802,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,5104963,5125304,4961685,163619,143278,14186267,25.503590390241527,0.8410191207343731,0.7364642100280501,72.91892627899604,0.9700010762182454,0.9417496016954848,0.9680762350877138,0.9719335869819232,0.9885978885128426,0.0114021114871574,0.0320509668728255,7.577923644232139,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,4932786,4966932,4845720,121212,87066,14400851,24.90751791494244,0.6230426152369519,0.4475285313188501,74.02191093850176,0.978961218895326,0.9587894573761208,0.9755962030484816,0.9823495282382004,0.9916532520207356,0.0083467479792643,0.0245727262443576,5.367932308219339,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,64089,66962,61154,5808,2935,19384952,0.3143380860987407,0.0298537398054335,0.0150862132109069,99.64072196088492,0.933285514799582,0.8749159477516918,0.9132642394193722,0.9542043096319182,0.9997004758967674,0.0002995241032326,0.0906239760333286,5.0,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,61689,62569,58026,4543,3663,19388617,0.2982598322916821,0.0233515048099319,0.0188282109000177,99.65956045199836,0.9339599864797438,0.8761021862543785,0.9273921590564016,0.940621504644264,0.9997657421482626,0.0002342578517374,0.073643599345102,10.0,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,264418,272886,250707,22179,13711,19168252,1.2886607344009713,0.1140024268499848,0.0704760031804924,98.52686083556856,0.933203549573426,0.8747718922389278,0.9187243024559706,0.9481464953218012,0.998844267749901,0.001155732250099,0.0838785559228191,8.24107257479982,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,967864,952698,933220,19478,34644,18467507,4.7968503893296734,0.1001189986105777,0.178073857062576,94.92495675499715,0.9718197069399478,0.9451841408549418,0.9795549061717356,0.9642057148525,0.9989463939090122,0.0010536060909877,0.0201247282676078,6.638784265651417,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,True,evaluable,19454849,3029366,3011675,2936731,74944,92635,16350539,15.095110735632028,0.3852201577097822,0.4761537856192047,84.04351532103898,0.972259913481799,0.9460173114154192,0.9751155088115416,0.969420994359876,0.995437333562733,0.004562666437267,0.0247391698460998,7.627195728072894,False,,,
segformer3d_seed20260521,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19454849,0,1394,0,1394,0,19453455,0.0,0.0071653087618413,0.0,99.99283469123816,,,,,,,,,False,1394.0,7.165308761841328e-05,1.0
segformer3d_seed20260521,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260521/136032_122089.nii.gz,True,evaluable,22493561,5598574,5664699,5519233,145466,79341,16749521,24.53694637323099,0.6467006269038504,0.3527276094701057,74.46362539039507,0.980040703976544,0.9608625636311724,0.9743206126221358,0.9858283555776882,0.9913899904155,0.0086100095844998,0.0259826877344123,14.708777828347836,False,,,
