method,cohort,class_id,class_name,n_cases,n_evaluable,n_gt_present,n_pred_present,missed_count,missed_rate,Dice_n_valid,Dice_mean,Dice_median,Dice_std,Dice_max,IoU_n_valid,IoU_mean,IoU_median,IoU_std,IoU_max,Precision_n_valid,Precision_mean,Precision_median,Precision_std,Precision_max,Recall_n_valid,Recall_mean,Recall_median,Recall_std,Recall_max,Specificity_n_valid,Specificity_mean,Specificity_median,Specificity_std,Specificity_max,FPR_n_valid,FPR_mean,FPR_median,FPR_std,FPR_max,FP_GT_ratio_n_valid,FP_GT_ratio_mean,FP_GT_ratio_median,FP_GT_ratio_std,FP_GT_ratio_max,HD95_n_valid,HD95_mean,HD95_median,HD95_std,HD95_max,TP_percent_n_valid,TP_percent_mean,TP_percent_median,TP_percent_std,TP_percent_max,FP_percent_n_valid,FP_percent_mean,FP_percent_median,FP_percent_std,FP_percent_max,FN_percent_n_valid,FN_percent_mean,FN_percent_median,FN_percent_std,FN_percent_max,TN_percent_n_valid,TN_percent_mean,TN_percent_median,TN_percent_std,TN_percent_max,absent_FP_rate_n_valid,absent_FP_rate_mean,absent_FP_rate_median,absent_FP_rate_std,absent_FP_rate_max,absent_FP_incidence_n_valid,absent_FP_incidence_rate
swinunetr_seed20260522,v1_comparison,1,front,39,39,39,39,0,0.0,39,0.9763404494629413,0.97752993519737,0.012087011020328102,0.9910048300212068,39,0.9540316403015731,0.9560474862274478,0.02235282024931259,0.9821700435315616,39,0.9782632412336656,0.9840647367701646,0.017391594115432674,0.9986344623886428,39,0.9748387322005317,0.9766701746233504,0.019894647366556245,0.998424494829276,39,0.992797938153025,0.9947784187125372,0.005664143873406817,0.99952191103222,39,0.007202061846975137,0.0052215812874628,0.005664143873406808,0.0226619481391886,39,0.022037303475607766,0.0156292105463993,0.01811069672357436,0.072688894918597,39,15.141070704638278,15.0,6.027634132396098,36.14388204934312,39,24.67516432918024,24.68932361593041,1.3215617126507067,27.178263782191408,39,0.5423319118697556,0.3913961348669745,0.431124336493021,1.7275903538072317,39,0.6463000664678317,0.5946082082635062,0.5116932620056497,2.529651742392229,39,74.13620369248217,74.1948097766519,1.231233415167289,76.85481475915867,0,,,,,0,
swinunetr_seed20260522,v1_comparison,2,middle,39,39,39,39,0,0.0,39,0.9692584043899771,0.9725916654671718,0.008859440847539403,0.9803631353418204,39,0.9404891310497937,0.9466456838793488,0.016550688493357855,0.961482631044803,39,0.9655982405200265,0.9696847955837228,0.01817188145544043,0.9884687513438304,39,0.9732580813345347,0.973030685551426,0.011129071850969053,0.9912013036069328,39,0.9887772734888666,0.9905789089042968,0.005849209042816319,0.9961580136777723,39,0.011222726511133436,0.0094210910957033,0.0058492090428163305,0.0290495766326053,39,0.035112612017558296,0.0303569159706029,0.019644248846218192,0.0882960158848302,39,12.453300449402425,10.063529998890996,4.673711489681731,25.0,39,23.867094629797354,23.90561092800699,1.1043960674745128,25.612372480247576,39,0.8497510491293716,0.7180210123162725,0.45005159500721503,2.1858186786342286,39,0.6618884922568774,0.6551650531257307,0.29351025784994694,1.632976342899704,39,74.6212658288164,74.58559100903915,1.1197261615304943,76.70591208137093,0,,,,,0,
swinunetr_seed20260522,v1_comparison,3,end,39,39,39,39,0,0.0,39,0.9852896657408167,0.985699585378157,0.004826352290246083,0.9911861072663448,39,0.971049113775299,0.9718024080130648,0.009336544337792116,0.9825262264979884,39,0.985929542823863,0.9862109335837236,0.0065533090030875105,0.9952045211932224,39,0.9846947044129888,0.9849767763490735,0.006925130613992581,0.9942745299663744,39,0.9949730761275094,0.9952843614225606,0.0026496142784385793,0.998399335704062,39,0.005026923872490418,0.0047156385774393,0.0026496142784385684,0.0111196222321279,39,0.014095035410994989,0.013730576483476,0.006657718088832699,0.0273637772659062,39,6.833763604680966,5.594639623086823,2.64006904617809,15.0,39,25.40645729114533,25.03884223228241,1.6802253775626894,28.5011751522348,39,0.36996632090741627,0.3495540024126996,0.18942372693136178,0.7906652478986741,39,0.40046517341980564,0.3742961134957746,0.19510936986554545,0.9323346169578202,39,73.82311121452746,74.08470369261144,1.9050949076429118,76.69538062951239,0,,,,,0,
swinunetr_seed20260522,v1_comparison,4,left_kidney,39,39,39,39,0,0.0,39,0.927732114085696,0.9549413325624662,0.087936634728968,0.9809329395413482,39,0.8750104458983494,0.9137681570585564,0.12313958075698787,0.9625793803008992,39,0.9290407227622276,0.953303491495076,0.0901647739212631,0.9859306673426708,39,0.9361832777354139,0.9596597928347428,0.09665542937861336,0.993175890528422,39,0.9998111347022655,0.9998945884610844,0.0003283511947835344,0.9999721168608764,39,0.0001888652977346525,0.0001054115389156,0.0003283511947835142,0.0017554819871982,39,0.08321040013905967,0.0458114515882322,0.1439849471024636,0.6864487313503753,39,14.28759698284962,4.0264666367174105,34.151443218818144,138.8583171166576,39,0.215670700317773,0.216653358459229,0.05847610968699729,0.3581060009362133,39,0.018841701143986478,0.010521627159274,0.032757558324923955,0.1750908684403845,39,0.015672422754584796,0.0082881454415258,0.023131978044552703,0.1364582039765171,39,99.74981517578365,99.75190030008552,0.07103223053454512,99.8739408705876,0,,,,,0,
swinunetr_seed20260522,v1_comparison,5,right_kidney,39,39,39,39,0,0.0,39,0.9233124091838272,0.9538216327664616,0.11849225489004488,0.981856691843504,39,0.8734560531257566,0.9117198965685932,0.14953871011966227,0.964360010990305,39,0.9453908773084637,0.9653388090349077,0.06696472530672039,0.985974368846598,39,0.9226049891269028,0.9705357142857144,0.14872579613073464,0.9865736474924311,39,0.9998525925054815,0.9999241076035152,0.0002601962698452853,0.9999812840521226,39,0.00014740749451859058,7.58923964848645e-05,0.0002601962698452566,0.0015609007519774,39,0.061371486227619294,0.0321908532138764,0.1061770308537429,0.6585201475595914,39,14.642581195667134,3.088161777508183,34.58172800589308,144.74475678345607,39,0.21331286656455375,0.2160336762965432,0.06050691092139206,0.3363088277838393,39,0.014704121224884044,0.0075698376890059,0.02595531079655673,0.1557209673186858,39,0.018292209517237545,0.0069669900726255,0.03485409439128451,0.1852144750710658,39,99.75369080269333,99.76208331949616,0.06699125483435377,99.8700402994445,0,,,,,0,
swinunetr_seed20260522,v1_comparison,6,testis,39,20,20,22,0,0.0,20,0.932990128170965,0.9336621516551726,0.013136216309969702,0.95363620221698,20,0.874666751557897,0.8755781881664533,0.023073562942794605,0.9113811126087252,20,0.9390086725128673,0.9440899773726861,0.021272132289357475,0.9722599810476328,20,0.9277304476212324,0.9300156628865615,0.023653276486551633,0.96927396013845,20,0.9993641315654079,0.9993998416338065,0.0002422643335201401,0.9996747993722838,20,0.0006358684345922052,0.0006001583661934999,0.0002422643335201353,0.001172257503922,20,0.06092968926330207,0.05586029294371265,0.023294345508856704,0.1068461457566515,20,7.414918460472276,6.728158458818827,3.2498383871193726,18.98706923803149,39,0.5046849058518058,0.6974181701536,0.5181765571612539,1.3152768730134556,39,0.03226379451095306,0.032261059405825,0.036065235117736134,0.1157501465555785,39,0.03928969868128354,0.0281832722968372,0.04330508711718257,0.125792920397252,39,99.42376160095594,99.17783983403648,0.589801959786037,100.0,19,9.189678000409416e-08,0.0,3.6673699309095023e-07,1.60001939715823e-06,19,0.10526315789473684
swinunetr_seed20260522,v1_comparison,7,thoracic_cavity,39,39,39,39,0,0.0,39,0.9837870371380101,0.9814972881188598,0.006691659840479942,0.99186019328402,39,0.9681743718218209,0.9636668382611052,0.012931027098624636,0.9838518295542846,39,0.9830574949360266,0.9863181218971756,0.006571867692755208,0.99120710780175,39,0.9845665564002076,0.9892878755593436,0.009732802238161352,0.994093589951072,39,0.999146796297099,0.9993471765949388,0.0003921331182275176,0.9995972081783148,39,0.0008532037029008949,0.0006528234050611,0.00039213311822751385,0.0017582882896431,39,0.016992328251815597,0.0134360485703056,0.006698542675004555,0.0334282322654144,39,3.0060084607537982,2.9296875,1.5435832225056803,7.451011885978978,39,4.606605988958671,4.606242170955739,0.5666087124256057,5.862792268216094,39,0.08118580042246093,0.0622574113354834,0.0370455215324578,0.1670425731461009,39,0.07491154578143881,0.0498286878260226,0.052181245219373014,0.2180186567718802,39,95.23729666483742,95.23361910777604,0.6202814662885058,96.35113114909764,0,,,,,0,
swinunetr_seed20260522,v1_comparison,8,abdominal_and_pelvic_cavity,39,39,39,39,0,0.0,39,0.9855167643775159,0.9845029259388506,0.0064535857397554144,0.9931494744407804,39,0.9715246895414713,0.9694788405461888,0.01252313634768422,0.9863921696710352,39,0.9858314997901007,0.9850071209022624,0.006254379920180828,0.9943205042774472,39,0.9852163476169625,0.9878037194320116,0.007625323635622559,0.9943707024110018,39,0.9975621996513411,0.9974044765799324,0.0010888200083437381,0.998924892368118,39,0.0024378003486588283,0.0025955234200677,0.001088820008343744,0.0044869001835203,39,0.014164398583909596,0.0148984633471857,0.006275866376359625,0.0270369108084305,39,3.6838484178750854,3.90625,1.3830885249267943,7.109482313750506,39,14.475734851220782,14.29681289778221,1.422758302983308,17.750116344914957,39,0.2076923852590312,0.2290573669348763,0.09240078826736267,0.3848263146202232,39,0.21734917235300363,0.1735941556455395,0.11227973756846497,0.4687645885366244,39,85.09922359116719,85.43750273024837,1.45635229341487,88.02187697789682,0,,,,,0,
swinunetr_seed20260522,v1_comparison,9,head,39,19,19,39,0,0.0,19,0.9519276045274776,0.9713569307041928,0.05301628340329688,0.9810098640790552,19,0.9122448377841114,0.944309021951772,0.08316587292555025,0.9627275372910618,19,0.9604152023612613,0.9811577993830006,0.06923063216051972,0.996208567896247,19,0.9456883097416693,0.9623663003308964,0.05104962110927884,0.9930740230963644,19,0.9968473650700523,0.9984922956136898,0.005283379952440218,0.9996742228488372,19,0.003152634929947495,0.0015077043863102,0.005283379952440207,0.0236053165592951,19,0.04287147534043456,0.0184813277836421,0.08122382175543674,0.3626913823849068,19,13.437853238888051,10.0,8.08806859839407,38.11095895341842,39,3.578059005477153,0.0,3.7502084880151068,8.080800661522266,39,0.1905161769159623,0.1062501532397732,0.36852827874604976,2.2162873557872995,39,0.20849450416102913,0.0,0.345346429315601,1.3762692352938135,39,96.02293031344585,99.4494555091104,4.054579014313811,99.99994442619152,20,0.0009277227968233246,0.0004230423880239,0.0013355688728919923,0.005505444908896,20,1.0
