network,seed,case_id,source,class_id,class_name,is_evaluable,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
swinunetr_condlr,20260521,146478_111610,TB,1,front,True,17994095,4018205,4111496,4006752,104744,11453,13871146,22.26703815890713,0.5821020729300362,0.0636486580736625,77.08721111008917,0.9857071004210364,0.971817017382461,0.9745241148234122,0.9971497223262626,0.9925053789061019,0.007494621093898135,0.026067360923596482,10.0,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,2,middle,True,17994095,4580889,4637729,4463211,174518,117678,13238688,24.803753675858665,0.969862613262851,0.6539812088354541,73.57240250204303,0.9683037088639533,0.938554996449305,0.962369944427542,0.9743110998760285,0.9869890911986292,0.013010908801370829,0.038096972006961966,10.0,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,3,end,True,17994095,4901401,4822246,4766837,55409,134564,13037285,26.49111833632089,0.30792879552986685,0.7478231053020449,72.4531297628472,0.9804627831512189,0.9616743429746147,0.9885097110350654,0.9725458088411865,0.9957679450844876,0.004232054915512423,0.011304726954599307,8.241073930917977,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,4,left_kidney,True,17994095,61974,59979,58299,1680,3675,17930441,0.32398961992809305,0.009336396189972321,0.020423366665564453,99.64625061721637,0.9560896410912401,0.9158733151098124,0.971990196568799,0.9407009391034951,0.999906313369177,9.368663082297961e-05,0.027108142124116566,2.1836601342771385,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,5,right_kidney,True,17994095,56417,53820,52662,1158,3755,17936520,0.2926626762835252,0.006435444516659492,0.020867956960325038,99.68003392223949,0.9554323865852663,0.9146678245766392,0.9784838350055741,0.933442047609763,0.9999354431493307,6.455685066930068e-05,0.020525728060690928,2.1836601342771385,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,6,testis,True,17994095,179701,172025,163712,8313,15989,17806081,0.9098095791980646,0.04619848900430947,0.08885692778658777,98.95513500401104,0.9309064442207855,0.8707436680247216,0.951675628542363,0.911024423904152,0.9995333548814515,0.0004666451185485176,0.04626017662672996,6.253045949196659,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,7,thoracic_cavity,True,17994095,1089304,1066275,1053680,12595,35624,16892196,5.855698772291688,0.06999518453136988,0.19797605825688924,93.87632998492005,0.977630604120749,0.956240090970225,0.988187850226255,0.9672965489890792,0.999254944944306,0.0007450550556939746,0.011562428853653342,3.521046167445302,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,8,abdominal_and_pelvic_cavity,True,17994095,3058639,3044126,2991961,52165,66678,14883291,16.62746028627725,0.2899006590773251,0.37055489592558,82.71208415871985,0.9805263679659958,0.9617966930735591,0.9828637185188787,0.9782001079565127,0.9965073044974322,0.0034926955025678494,0.01705497118162686,4.8828125,False,nan,nan,nan
swinunetr_condlr,20260521,146478_111610,TB,9,head,False,17994095,0,14,0,14,0,17994081,0.0,7.780330158310268e-05,0.0,99.99992219669842,nan,nan,nan,nan,nan,nan,nan,nan,False,14.0,7.780330158310268e-07,1.0
swinunetr_condlr,20260521,156052000036762,HZAU,1,front,True,12789873,3240912,3141233,3116617,24616,124295,9524345,24.367849469654622,0.19246477271510046,0.9718235669736517,74.46786219065662,0.9766675623947748,0.9543991048308268,0.9921635867189731,0.9616481410170964,0.997422127915278,0.002577872084722097,0.0075953929017511124,14.202997161678395,False,nan,nan,nan
swinunetr_condlr,20260521,156052000036762,HZAU,2,middle,True,12789873,2983434,3052374,2936892,115482,46542,9690957,22.962636141891323,0.9029174879218895,0.3638972802935572,75.77054908989324,0.9731562037758656,0.9477159109830663,0.9621664972903058,0.9843998560048588,0.9882238598537145,0.011776140146285518,0.038707744163269574,10.1552932090877,False,nan,nan,nan
