network,seed,case_id,source,class_label,class_name,dice,hd95
mednext_s,20260521,405948_400388,TB,6,testis,0.882997,38.6688
mednext_s,20260521,405948_400388,TB,7,thoracic_cavity,0.968441,5.0000
mednext_s,20260521,405948_400388,TB,8,abdominal_and_pelvic_cavity,0.965623,8.9618
mednext_s,20260521,501877_500337,TB,1,front,0.981152,10.7359
mednext_s,20260521,501877_500337,TB,2,middle,0.954549,13.1020
mednext_s,20260521,501877_500337,TB,3,end,0.972719,9.3268
mednext_s,20260521,501877_500337,TB,4,left_kidney,0.731678,97.9892
mednext_s,20260521,501877_500337,TB,5,right_kidney,0.727163,113.0173
mednext_s,20260521,501877_500337,TB,6,testis,0.901980,6.8359
mednext_s,20260521,501877_500337,TB,7,thoracic_cavity,0.975086,3.9062
mednext_s,20260521,501877_500337,TB,8,abdominal_and_pelvic_cavity,0.960355,8.4694
mednext_s,20260521,403390_402127,TB,1,front,0.976317,15.0000
mednext_s,20260521,403390_402127,TB,2,middle,0.964845,10.0000
mednext_s,20260521,403390_402127,TB,3,end,0.974361,8.2411
mednext_s,20260521,403390_402127,TB,4,left_kidney,0.544584,68.9411
mednext_s,20260521,403390_402127,TB,5,right_kidney,0.721192,131.1402
mednext_s,20260521,403390_402127,TB,6,testis,0.902828,10.0000
mednext_s,20260521,403390_402127,TB,7,thoracic_cavity,0.975283,5.0000
mednext_s,20260521,403390_402127,TB,8,abdominal_and_pelvic_cavity,0.966375,7.8125
mednext_s,20260521,403339_402475,TB,1,front,0.964442,25.0312
mednext_s,20260521,403339_402475,TB,2,middle,0.931866,25.3969
mednext_s,20260521,403339_402475,TB,3,end,0.958110,18.5529
mednext_s,20260521,403339_402475,TB,4,left_kidney,0.810938,90.6731
mednext_s,20260521,403339_402475,TB,5,right_kidney,0.891741,5.0945
mednext_s,20260521,403339_402475,TB,6,testis,0.872429,60.3768
mednext_s,20260521,403339_402475,TB,7,thoracic_cavity,0.967964,5.0945
mednext_s,20260521,403339_402475,TB,8,abdominal_and_pelvic_cavity,0.952404,15.6010
mednext_s,20260522,156052000037132,HZAU,1,front,0.963007,18.7650
mednext_s,20260522,156052000037132,HZAU,2,middle,0.953071,15.0000
mednext_s,20260522,156052000037132,HZAU,3,end,0.980666,8.3896
mednext_s,20260522,156052000037132,HZAU,4,left_kidney,0.850786,63.8126
mednext_s,20260522,156052000037132,HZAU,5,right_kidney,0.886354,5.5946
mednext_s,20260522,156052000037132,HZAU,7,thoracic_cavity,0.983935,3.7530
mednext_s,20260522,156052000037132,HZAU,8,abdominal_and_pelvic_cavity,0.978816,5.5947
mednext_s,20260522,156052000037132,HZAU,9,head,0.962456,15.0000
mednext_s,20260522,146478_111610,TB,1,front,0.979241,14.7088
mednext_s,20260522,146478_111610,TB,2,middle,0.954123,12.7408
mednext_s,20260522,146478_111610,TB,3,end,0.973163,10.0000
mednext_s,20260522,146478_111610,TB,4,left_kidney,0.869839,10.0645
mednext_s,20260522,146478_111610,TB,5,right_kidney,0.888374,108.3619
mednext_s,20260522,146478_111610,TB,6,testis,0.872811,13.6444
mednext_s,20260522,146478_111610,TB,7,thoracic_cavity,0.972013,4.8828
mednext_s,20260522,146478_111610,TB,8,abdominal_and_pelvic_cavity,0.969006,7.7027
mednext_s,20260522,156052000030695,HZAU,1,front,0.948251,30.0000
mednext_s,20260522,156052000030695,HZAU,2,middle,0.962394,13.4722
mednext_s,20260522,156052000030695,HZAU,3,end,0.978560,8.7570
mednext_s,20260522,156052000030695,HZAU,4,left_kidney,0.713224,119.3901
mednext_s,20260522,156052000030695,HZAU,5,right_kidney,0.582380,129.9714
mednext_s,20260522,156052000030695,HZAU,7,thoracic_cavity,0.981910,3.7530
mednext_s,20260522,156052000030695,HZAU,8,abdominal_and_pelvic_cavity,0.981082,5.1541
mednext_s,20260522,156052000030695,HZAU,9,head,0.911826,26.8534
mednext_s,20260522,156052000036762,HZAU,1,front,0.969258,16.2519
mednext_s,20260522,156052000036762,HZAU,2,middle,0.960446,12.5660
mednext_s,20260522,156052000036762,HZAU,3,end,0.979135,7.0739
mednext_s,20260522,156052000036762,HZAU,4,left_kidney,0.427841,16.9615
mednext_s,20260522,156052000036762,HZAU,5,right_kidney,0.705629,165.1641
mednext_s,20260522,156052000036762,HZAU,7,thoracic_cavity,0.983419,3.7530
mednext_s,20260522,156052000036762,HZAU,8,abdominal_and_pelvic_cavity,0.979802,5.3076
mednext_s,20260522,156052000036762,HZAU,9,head,0.966537,10.1612
mednext_s,20260522,156052000037131,HZAU,1,front,0.967147,18.0422
mednext_s,20260522,156052000037131,HZAU,2,middle,0.958644,15.0000
mednext_s,20260522,156052000037131,HZAU,3,end,0.983509,5.5946
mednext_s,20260522,156052000037131,HZAU,4,left_kidney,0.861370,123.9220
mednext_s,20260522,156052000037131,HZAU,5,right_kidney,0.918274,103.9375
mednext_s,20260522,156052000037131,HZAU,7,thoracic_cavity,0.981559,3.9560
mednext_s,20260522,156052000037131,HZAU,8,abdominal_and_pelvic_cavity,0.977588,6.1254
mednext_s,20260522,156052000037131,HZAU,9,head,0.969199,10.0779
mednext_s,20260522,156052000037111,HZAU,1,front,0.968622,18.6275
mednext_s,20260522,156052000037111,HZAU,2,middle,0.958649,15.0000
mednext_s,20260522,156052000037111,HZAU,3,end,0.983681,5.0811
mednext_s,20260522,156052000037111,HZAU,4,left_kidney,0.873335,75.9647
mednext_s,20260522,156052000037111,HZAU,5,right_kidney,0.916701,5.6158
mednext_s,20260522,156052000037111,HZAU,7,thoracic_cavity,0.980466,4.5200
mednext_s,20260522,156052000037111,HZAU,8,abdominal_and_pelvic_cavity,0.978243,6.1705
mednext_s,20260522,156052000037111,HZAU,9,head,0.967086,11.1303
mednext_s,20260522,156052000036792,HZAU,1,front,0.913472,35.0000
mednext_s,20260522,156052000036792,HZAU,2,middle,0.961696,13.4722
mednext_s,20260522,156052000036792,HZAU,3,end,0.982433,6.3757
mednext_s,20260522,156052000036792,HZAU,4,left_kidney,0.795731,136.9960
mednext_s,20260522,156052000036792,HZAU,5,right_kidney,0.739537,27.0742
mednext_s,20260522,156052000036792,HZAU,7,thoracic_cavity,0.979926,5.0000
mednext_s,20260522,156052000036792,HZAU,8,abdominal_and_pelvic_cavity,0.982417,5.5911
mednext_s,20260522,156052000036792,HZAU,9,head,0.748525,34.9603
mednext_s,20260522,156052000037130,HZAU,1,front,0.971570,15.0345
mednext_s,20260522,156052000037130,HZAU,2,middle,0.965408,10.2558
mednext_s,20260522,156052000037130,HZAU,3,end,0.984450,5.3986
mednext_s,20260522,156052000037130,HZAU,4,left_kidney,0.941211,3.6705
mednext_s,20260522,156052000037130,HZAU,5,right_kidney,0.937501,3.6705
mednext_s,20260522,156052000037130,HZAU,7,thoracic_cavity,0.978856,5.0000
mednext_s,20260522,156052000037130,HZAU,8,abdominal_and_pelvic_cavity,0.983354,5.0900
mednext_s,20260522,156052000037130,HZAU,9,head,0.957998,15.0000
mednext_s,20260522,133140_114338,TB,1,front,0.984257,10.0000
mednext_s,20260522,133140_114338,TB,2,middle,0.965089,10.0000
mednext_s,20260522,133140_114338,TB,3,end,0.974600,9.0035
mednext_s,20260522,133140_114338,TB,4,left_kidney,0.891553,6.2530
mednext_s,20260522,133140_114338,TB,5,right_kidney,0.884745,111.9703
mednext_s,20260522,133140_114338,TB,6,testis,0.919932,10.0645
mednext_s,20260522,133140_114338,TB,7,thoracic_cavity,0.973858,5.0000
mednext_s,20260522,133140_114338,TB,8,abdominal_and_pelvic_cavity,0.970643,7.8125
mednext_s,20260522,156052000037134,HZAU,1,front,0.965248,20.0000
mednext_s,20260522,156052000037134,HZAU,2,middle,0.960331,15.0000
mednext_s,20260522,156052000037134,HZAU,3,end,0.982096,8.0140
mednext_s,20260522,156052000037134,HZAU,4,left_kidney,0.917592,9.5856
mednext_s,20260522,156052000037134,HZAU,5,right_kidney,0.922925,5.9713
mednext_s,20260522,156052000037134,HZAU,7,thoracic_cavity,0.979785,4.7952
mednext_s,20260522,156052000037134,HZAU,8,abdominal_and_pelvic_cavity,0.980046,5.0000
mednext_s,20260522,156052000037134,HZAU,9,head,0.959120,14.4293
mednext_s,20260522,156052000030703,HZAU,1,front,0.976253,15.0000
mednext_s,20260522,156052000030703,HZAU,2,middle,0.967224,10.0000
mednext_s,20260522,156052000030703,HZAU,3,end,0.982955,6.5661
mednext_s,20260522,156052000030703,HZAU,4,left_kidney,0.881947,13.8046
mednext_s,20260522,156052000030703,HZAU,5,right_kidney,0.876097,14.4360
mednext_s,20260522,156052000030703,HZAU,7,thoracic_cavity,0.981907,3.1920
mednext_s,20260522,156052000030703,HZAU,8,abdominal_and_pelvic_cavity,0.979831,5.3200
mednext_s,20260522,156052000030703,HZAU,9,head,0.961147,13.8320
mednext_s,20260522,136518_122095,TB,1,front,0.983363,10.1889
mednext_s,20260522,136518_122095,TB,2,middle,0.960859,10.2356
mednext_s,20260522,136518_122095,TB,3,end,0.974851,10.0000
mednext_s,20260522,136518_122095,TB,4,left_kidney,0.292501,136.2247
mednext_s,20260522,136518_122095,TB,5,right_kidney,0.593197,144.3867
mednext_s,20260522,136518_122095,TB,6,testis,0.926135,10.0000
mednext_s,20260522,136518_122095,TB,7,thoracic_cavity,0.975939,4.3673
mednext_s,20260522,136518_122095,TB,8,abdominal_and_pelvic_cavity,0.969931,7.8733
mednext_s,20260522,136514_122984,TB,1,front,0.976242,15.0000
mednext_s,20260522,136514_122984,TB,2,middle,0.966084,10.0000
mednext_s,20260522,136514_122984,TB,3,end,0.975876,9.7656
mednext_s,20260522,136514_122984,TB,4,left_kidney,0.918661,6.4122
mednext_s,20260522,136514_122984,TB,5,right_kidney,0.922569,149.9220
mednext_s,20260522,136514_122984,TB,6,testis,0.870185,18.4006
mednext_s,20260522,136514_122984,TB,7,thoracic_cavity,0.976713,4.8828
mednext_s,20260522,136514_122984,TB,8,abdominal_and_pelvic_cavity,0.970907,7.2565
mednext_s,20260522,156052000037142,HZAU,1,front,0.963413,20.0000
mednext_s,20260522,156052000037142,HZAU,2,middle,0.960356,14.3698
mednext_s,20260522,156052000037142,HZAU,3,end,0.979817,9.0752
mednext_s,20260522,156052000037142,HZAU,4,left_kidney,0.847613,113.9103
mednext_s,20260522,156052000037142,HZAU,5,right_kidney,0.822183,111.9153
mednext_s,20260522,156052000037142,HZAU,7,thoracic_cavity,0.981515,4.0707
mednext_s,20260522,156052000037142,HZAU,8,abdominal_and_pelvic_cavity,0.979672,6.0799
mednext_s,20260522,156052000037142,HZAU,9,head,0.932112,21.1160
mednext_s,20260522,136032_122089,TB,1,front,0.971695,20.0000
mednext_s,20260522,136032_122089,TB,2,middle,0.945468,20.0000
mednext_s,20260522,136032_122089,TB,3,end,0.967191,13.9554
mednext_s,20260522,136032_122089,TB,4,left_kidney,0.863617,11.5224
mednext_s,20260522,136032_122089,TB,5,right_kidney,0.908263,6.9053
mednext_s,20260522,136032_122089,TB,6,testis,0.932253,7.0421
mednext_s,20260522,136032_122089,TB,7,thoracic_cavity,0.963713,7.0566
mednext_s,20260522,136032_122089,TB,8,abdominal_and_pelvic_cavity,0.966131,9.2755
mednext_s,20260522,156052000036803,HZAU,1,front,0.967358,20.0000
mednext_s,20260522,156052000036803,HZAU,2,middle,0.960719,16.2662
mednext_s,20260522,156052000036803,HZAU,3,end,0.980904,10.0000
mednext_s,20260522,156052000036803,HZAU,4,left_kidney,0.861893,96.2136
mednext_s,20260522,156052000036803,HZAU,5,right_kidney,0.876862,128.5619
mednext_s,20260522,156052000036803,HZAU,7,thoracic_cavity,0.980133,4.9750
mednext_s,20260522,156052000036803,HZAU,8,abdominal_and_pelvic_cavity,0.983047,4.9750
mednext_s,20260522,156052000036803,HZAU,9,head,0.957921,15.0000
mednext_s,20260522,156052000037184,HZAU,1,front,0.966611,20.0000
mednext_s,20260522,156052000037184,HZAU,2,middle,0.960575,15.0000
mednext_s,20260522,156052000037184,HZAU,3,end,0.982221,8.0078
mednext_s,20260522,156052000037184,HZAU,4,left_kidney,0.871099,101.3542
mednext_s,20260522,156052000037184,HZAU,5,right_kidney,0.882930,126.9139
mednext_s,20260522,156052000037184,HZAU,7,thoracic_cavity,0.983430,3.9560
mednext_s,20260522,156052000037184,HZAU,8,abdominal_and_pelvic_cavity,0.980941,5.0000
mednext_s,20260522,156052000037184,HZAU,9,head,0.957732,15.8127
mednext_s,20260522,156202411000033,HZAU,1,front,0.965553,20.0000
mednext_s,20260522,156202411000033,HZAU,2,middle,0.954011,15.0521
mednext_s,20260522,156202411000033,HZAU,3,end,0.979494,10.0000
mednext_s,20260522,156202411000033,HZAU,4,left_kidney,0.938499,5.0000
mednext_s,20260522,156202411000033,HZAU,5,right_kidney,0.935038,3.5384
mednext_s,20260522,156202411000033,HZAU,7,thoracic_cavity,0.979963,4.5105
mednext_s,20260522,156202411000033,HZAU,8,abdominal_and_pelvic_cavity,0.980489,5.0000
mednext_s,20260522,156202411000033,HZAU,9,head,0.960951,10.1553
mednext_s,20260522,156052000037691,HZAU,1,front,0.961084,25.0000
mednext_s,20260522,156052000037691,HZAU,2,middle,0.956806,20.0000
mednext_s,20260522,156052000037691,HZAU,3,end,0.978985,7.4160
mednext_s,20260522,156052000037691,HZAU,4,left_kidney,0.940224,3.7080
mednext_s,20260522,156052000037691,HZAU,5,right_kidney,0.931302,5.0000
mednext_s,20260522,156052000037691,HZAU,7,thoracic_cavity,0.983072,3.9086
mednext_s,20260522,156052000037691,HZAU,8,abdominal_and_pelvic_cavity,0.980124,5.2967
mednext_s,20260522,156052000037691,HZAU,9,head,0.960606,13.3955
mednext_s,20260522,156052000037636,HZAU,1,front,0.970085,15.0000
mednext_s,20260522,156052000037636,HZAU,2,middle,0.966984,12.5443
mednext_s,20260522,156052000037636,HZAU,3,end,0.983253,6.4475
mednext_s,20260522,156052000037636,HZAU,4,left_kidney,0.892795,123.3772
mednext_s,20260522,156052000037636,HZAU,5,right_kidney,0.903397,6.8674
mednext_s,20260522,156052000037636,HZAU,7,thoracic_cavity,0.979037,4.5160
mednext_s,20260522,156052000037636,HZAU,8,abdominal_and_pelvic_cavity,0.984524,4.5160
mednext_s,20260522,156052000037636,HZAU,9,head,0.962229,11.3807
mednext_s,20260522,156052000037670,HZAU,1,front,0.954136,25.1211
mednext_s,20260522,156052000037670,HZAU,2,middle,0.944287,23.9064
mednext_s,20260522,156052000037670,HZAU,3,end,0.974539,16.4777
mednext_s,20260522,156052000037670,HZAU,4,left_kidney,0.925420,5.2037
mednext_s,20260522,156052000037670,HZAU,5,right_kidney,0.951228,4.4420
mednext_s,20260522,156052000037670,HZAU,7,thoracic_cavity,0.979410,3.8959
mednext_s,20260522,156052000037670,HZAU,8,abdominal_and_pelvic_cavity,0.979087,6.2177
mednext_s,20260522,156052000037670,HZAU,9,head,0.940160,20.0000
mednext_s,20260522,156052000037201,HZAU,1,front,0.959399,25.0000
mednext_s,20260522,156052000037201,HZAU,2,middle,0.964643,15.0000
mednext_s,20260522,156052000037201,HZAU,3,end,0.981632,10.2383
mednext_s,20260522,156052000037201,HZAU,4,left_kidney,0.892837,112.6305
mednext_s,20260522,156052000037201,HZAU,5,right_kidney,0.916966,7.3656
mednext_s,20260522,156052000037201,HZAU,7,thoracic_cavity,0.981415,4.3920
mednext_s,20260522,156052000037201,HZAU,8,abdominal_and_pelvic_cavity,0.984269,4.5272
mednext_s,20260522,156052000037201,HZAU,9,head,0.903711,30.0000
mednext_s,20260522,206178_202851,TB,1,front,0.970353,17.4946
mednext_s,20260522,206178_202851,TB,2,middle,0.952124,17.3656
mednext_s,20260522,206178_202851,TB,3,end,0.974383,10.0476
mednext_s,20260522,206178_202851,TB,4,left_kidney,0.914980,63.7042
mednext_s,20260522,206178_202851,TB,5,right_kidney,0.926923,4.8828
mednext_s,20260522,206178_202851,TB,6,testis,0.892033,9.6180
mednext_s,20260522,206178_202851,TB,7,thoracic_cavity,0.971687,5.0000
mednext_s,20260522,206178_202851,TB,8,abdominal_and_pelvic_cavity,0.977687,5.0945
mednext_s,20260522,156052000037404,HZAU,1,front,0.964867,22.2654
mednext_s,20260522,156052000037404,HZAU,2,middle,0.955655,15.0398
mednext_s,20260522,156052000037404,HZAU,3,end,0.982047,8.8802
mednext_s,20260522,156052000037404,HZAU,4,left_kidney,0.727647,136.2063
mednext_s,20260522,156052000037404,HZAU,5,right_kidney,0.783137,215.2374
mednext_s,20260522,156052000037404,HZAU,7,thoracic_cavity,0.977753,5.0000
mednext_s,20260522,156052000037404,HZAU,8,abdominal_and_pelvic_cavity,0.977692,8.2514
mednext_s,20260522,156052000037404,HZAU,9,head,0.960551,15.0000
mednext_s,20260522,156202411000574,HZAU,1,front,0.955966,21.3898
mednext_s,20260522,156202411000574,HZAU,2,middle,0.953626,15.3150
mednext_s,20260522,156202411000574,HZAU,3,end,0.983458,6.2283
mednext_s,20260522,156202411000574,HZAU,4,left_kidney,0.935639,5.0000
mednext_s,20260522,156202411000574,HZAU,5,right_kidney,0.939212,5.0000
mednext_s,20260522,156202411000574,HZAU,7,thoracic_cavity,0.982499,3.0900
mednext_s,20260522,156202411000574,HZAU,8,abdominal_and_pelvic_cavity,0.980490,5.0000
mednext_s,20260522,156202411000574,HZAU,9,head,0.939373,20.0000
mednext_s,20260522,308495_301122,TB,1,front,0.959250,30.0000
mednext_s,20260522,308495_301122,TB,2,middle,0.944382,20.1189
mednext_s,20260522,308495_301122,TB,3,end,0.979936,6.9887
mednext_s,20260522,308495_301122,TB,4,left_kidney,0.864145,8.2864
mednext_s,20260522,308495_301122,TB,5,right_kidney,0.824158,97.9890
mednext_s,20260522,308495_301122,TB,6,testis,0.880541,45.0432
mednext_s,20260522,308495_301122,TB,7,thoracic_cavity,0.978266,4.0265
mednext_s,20260522,308495_301122,TB,8,abdominal_and_pelvic_cavity,0.969499,6.3450
mednext_s,20260522,207633_204331,TB,1,front,0.977818,15.0000
mednext_s,20260522,207633_204331,TB,2,middle,0.952701,15.0000
mednext_s,20260522,207633_204331,TB,3,end,0.977482,9.4789
mednext_s,20260522,207633_204331,TB,4,left_kidney,0.922764,6.8359
mednext_s,20260522,207633_204331,TB,5,right_kidney,0.944333,3.5210
mednext_s,20260522,207633_204331,TB,6,testis,0.906890,11.2985
mednext_s,20260522,207633_204331,TB,7,thoracic_cavity,0.975524,5.0000
mednext_s,20260522,207633_204331,TB,8,abdominal_and_pelvic_cavity,0.966138,8.4007
mednext_s,20260522,205870_202923,TB,1,front,0.969510,21.9067
mednext_s,20260522,205870_202923,TB,2,middle,0.944968,25.0000
mednext_s,20260522,205870_202923,TB,3,end,0.971066,12.1525
mednext_s,20260522,205870_202923,TB,4,left_kidney,0.827083,14.8657
mednext_s,20260522,205870_202923,TB,5,right_kidney,0.885345,163.9525
mednext_s,20260522,205870_202923,TB,6,testis,0.882552,18.2400
mednext_s,20260522,205870_202923,TB,7,thoracic_cavity,0.975632,5.0000
mednext_s,20260522,205870_202923,TB,8,abdominal_and_pelvic_cavity,0.968757,8.0529
mednext_s,20260522,308577_304377,TB,1,front,0.966139,25.0000
mednext_s,20260522,308577_304377,TB,2,middle,0.948191,16.9126
mednext_s,20260522,308577_304377,TB,3,end,0.979795,5.2590
mednext_s,20260522,308577_304377,TB,4,left_kidney,0.852577,124.2785
mednext_s,20260522,308577_304377,TB,5,right_kidney,0.883820,8.4007
mednext_s,20260522,308577_304377,TB,6,testis,0.917738,9.2645
mednext_s,20260522,308577_304377,TB,7,thoracic_cavity,0.975175,4.3673
mednext_s,20260522,308577_304377,TB,8,abdominal_and_pelvic_cavity,0.973597,5.8768
mednext_s,20260522,207541_202151,TB,1,front,0.976869,15.6010
mednext_s,20260522,207541_202151,TB,2,middle,0.947364,16.4055
mednext_s,20260522,207541_202151,TB,3,end,0.976957,7.4373
mednext_s,20260522,207541_202151,TB,4,left_kidney,0.684500,19.2321
mednext_s,20260522,207541_202151,TB,5,right_kidney,0.771030,149.7525
mednext_s,20260522,207541_202151,TB,6,testis,0.917738,7.5779
mednext_s,20260522,207541_202151,TB,7,thoracic_cavity,0.974393,5.0000
mednext_s,20260522,207541_202151,TB,8,abdominal_and_pelvic_cavity,0.968309,6.4935
mednext_s,20260522,305810_305052,TB,1,front,0.968059,20.0000
mednext_s,20260522,305810_305052,TB,2,middle,0.956907,15.0000
mednext_s,20260522,305810_305052,TB,3,end,0.974883,10.0000
mednext_s,20260522,305810_305052,TB,4,left_kidney,0.878851,118.9805
mednext_s,20260522,305810_305052,TB,5,right_kidney,0.885694,142.3971
mednext_s,20260522,305810_305052,TB,6,testis,0.919156,7.8733
mednext_s,20260522,305810_305052,TB,7,thoracic_cavity,0.970254,5.0000
mednext_s,20260522,305810_305052,TB,8,abdominal_and_pelvic_cavity,0.975968,5.7951
mednext_s,20260522,308240_310625,TB,1,front,0.953762,30.0000
mednext_s,20260522,308240_310625,TB,2,middle,0.949076,19.4386
mednext_s,20260522,308240_310625,TB,3,end,0.976842,6.9887
mednext_s,20260522,308240_310625,TB,4,left_kidney,0.866359,8.5255
mednext_s,20260522,308240_310625,TB,5,right_kidney,0.877626,115.5918
mednext_s,20260522,308240_310625,TB,6,testis,0.924804,5.7951
mednext_s,20260522,308240_310625,TB,7,thoracic_cavity,0.975116,4.9795
mednext_s,20260522,308240_310625,TB,8,abdominal_and_pelvic_cavity,0.965529,7.0421
mednext_s,20260522,313120_310061,TB,1,front,0.985092,10.0000
mednext_s,20260522,313120_310061,TB,2,middle,0.961355,10.0000
mednext_s,20260522,313120_310061,TB,3,end,0.974475,10.0000
mednext_s,20260522,313120_310061,TB,4,left_kidney,0.733042,21.1987
mednext_s,20260522,313120_310061,TB,5,right_kidney,0.808641,145.2344
mednext_s,20260522,313120_310061,TB,6,testis,0.892952,9.8143
mednext_s,20260522,313120_310061,TB,7,thoracic_cavity,0.978038,3.9062
mednext_s,20260522,313120_310061,TB,8,abdominal_and_pelvic_cavity,0.969634,7.6272
mednext_s,20260522,404717_401091,TB,1,front,0.984439,10.0000
mednext_s,20260522,404717_401091,TB,2,middle,0.963952,10.0476
mednext_s,20260522,404717_401091,TB,3,end,0.976350,10.0000
mednext_s,20260522,404717_401091,TB,4,left_kidney,0.759951,11.3886
mednext_s,20260522,404717_401091,TB,5,right_kidney,0.870611,61.8655
mednext_s,20260522,404717_401091,TB,6,testis,0.923148,6.8359
mednext_s,20260522,404717_401091,TB,7,thoracic_cavity,0.976578,3.9062
mednext_s,20260522,404717_401091,TB,8,abdominal_and_pelvic_cavity,0.972046,5.8768
mednext_s,20260522,404728_401086,TB,1,front,0.977566,14.2190
mednext_s,20260522,404728_401086,TB,2,middle,0.951209,15.0000
mednext_s,20260522,404728_401086,TB,3,end,0.975808,7.9465
mednext_s,20260522,404728_401086,TB,4,left_kidney,0.667641,122.8628
mednext_s,20260522,404728_401086,TB,5,right_kidney,0.559461,37.4574
mednext_s,20260522,404728_401086,TB,6,testis,0.894213,8.4834
mednext_s,20260522,404728_401086,TB,7,thoracic_cavity,0.969395,5.0000
mednext_s,20260522,404728_401086,TB,8,abdominal_and_pelvic_cavity,0.969804,7.0421
mednext_s,20260522,501877_500337,TB,1,front,0.981452,10.1889
mednext_s,20260522,501877_500337,TB,2,middle,0.955584,11.7941
mednext_s,20260522,501877_500337,TB,3,end,0.974437,7.7027
mednext_s,20260522,501877_500337,TB,4,left_kidney,0.746602,102.8659
mednext_s,20260522,501877_500337,TB,5,right_kidney,0.763847,109.2994
mednext_s,20260522,501877_500337,TB,6,testis,0.899748,10.0000
mednext_s,20260522,501877_500337,TB,7,thoracic_cavity,0.974138,4.8828
mednext_s,20260522,501877_500337,TB,8,abdominal_and_pelvic_cavity,0.961547,8.2864
mednext_s,20260522,403390_402127,TB,1,front,0.983389,10.0000
mednext_s,20260522,403390_402127,TB,2,middle,0.967913,10.0000
mednext_s,20260522,403390_402127,TB,3,end,0.978522,6.9887
mednext_s,20260522,403390_402127,TB,4,left_kidney,0.552142,29.3907
mednext_s,20260522,403390_402127,TB,5,right_kidney,0.727610,131.5851
mednext_s,20260522,403390_402127,TB,6,testis,0.905645,10.5179
mednext_s,20260522,403390_402127,TB,7,thoracic_cavity,0.977153,4.1432
mednext_s,20260522,403390_402127,TB,8,abdominal_and_pelvic_cavity,0.969716,7.1095
mednext_s,20260522,403339_402475,TB,1,front,0.972221,20.0000
mednext_s,20260522,403339_402475,TB,2,middle,0.935836,25.0000
mednext_s,20260522,403339_402475,TB,3,end,0.959191,18.7591
mednext_s,20260522,403339_402475,TB,4,left_kidney,0.839972,377.3923
mednext_s,20260522,403339_402475,TB,5,right_kidney,0.908719,311.9361
mednext_s,20260522,403339_402475,TB,6,testis,0.877595,31.3488
mednext_s,20260522,403339_402475,TB,7,thoracic_cavity,0.969231,5.0000
mednext_s,20260522,403339_402475,TB,8,abdominal_and_pelvic_cavity,0.958167,11.5902
mednext_s,20260522,405948_400388,TB,1,front,0.980091,15.0000
mednext_s,20260522,405948_400388,TB,2,middle,0.949297,15.0000
mednext_s,20260522,405948_400388,TB,3,end,0.973346,10.1956
mednext_s,20260522,405948_400388,TB,4,left_kidney,0.908259,6.6585
mednext_s,20260522,405948_400388,TB,5,right_kidney,0.854551,84.3208
mednext_s,20260522,405948_400388,TB,6,testis,0.866963,92.7757
mednext_s,20260522,405948_400388,TB,7,thoracic_cavity,0.970267,5.0000
mednext_s,20260522,405948_400388,TB,8,abdominal_and_pelvic_cavity,0.966344,8.7346
segformer3d,20260520,156052000037142,HZAU,1,front,0.967060,16.4973
segformer3d,20260520,156052000037142,HZAU,2,middle,0.967606,10.0000
segformer3d,20260520,156052000037142,HZAU,3,end,0.982625,6.7375
segformer3d,20260520,156052000037142,HZAU,4,left_kidney,0.899468,10.3852
segformer3d,20260520,156052000037142,HZAU,5,right_kidney,0.900386,110.5986
segformer3d,20260520,156052000037142,HZAU,7,thoracic_cavity,0.977181,5.0000
segformer3d,20260520,156052000037142,HZAU,8,abdominal_and_pelvic_cavity,0.981321,5.0000
segformer3d,20260520,156052000037142,HZAU,9,head,0.926344,20.0000
segformer3d,20260520,156052000037132,HZAU,1,front,0.968237,15.0521
segformer3d,20260520,156052000037132,HZAU,2,middle,0.965873,10.0000
segformer3d,20260520,156052000037132,HZAU,3,end,0.984919,5.1541
segformer3d,20260520,156052000037132,HZAU,4,left_kidney,0.888581,5.1580
segformer3d,20260520,156052000037132,HZAU,5,right_kidney,0.827703,9.1052
segformer3d,20260520,156052000037132,HZAU,7,thoracic_cavity,0.980342,5.0000
segformer3d,20260520,156052000037132,HZAU,8,abdominal_and_pelvic_cavity,0.981151,5.0000
segformer3d,20260520,156052000037132,HZAU,9,head,0.943902,17.5037
segformer3d,20260520,156052000030695,HZAU,1,front,0.961819,21.1041
segformer3d,20260520,156052000030695,HZAU,2,middle,0.973553,8.0078
segformer3d,20260520,156052000030695,HZAU,3,end,0.983992,5.0000
segformer3d,20260520,156052000030695,HZAU,4,left_kidney,0.798725,118.7540
segformer3d,20260520,156052000030695,HZAU,5,right_kidney,0.701833,18.5381
segformer3d,20260520,156052000030695,HZAU,7,thoracic_cavity,0.980178,2.7973
segformer3d,20260520,156052000030695,HZAU,8,abdominal_and_pelvic_cavity,0.982545,3.9560
segformer3d,20260520,156052000030695,HZAU,9,head,0.914664,23.2225
segformer3d,20260520,156052000037134,HZAU,1,front,0.979759,10.0000
segformer3d,20260520,156052000037134,HZAU,2,middle,0.970901,10.0000
segformer3d,20260520,156052000037134,HZAU,3,end,0.984718,5.2011
segformer3d,20260520,156052000037134,HZAU,4,left_kidney,0.907095,9.2664
segformer3d,20260520,156052000037134,HZAU,5,right_kidney,0.911766,11.7993
segformer3d,20260520,156052000037134,HZAU,7,thoracic_cavity,0.978533,3.2895
