network,seed,case_id,source,class_id,class_name,is_evaluable,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
nnunet_2d,20260521,136514_122984,TB,1,front,True,23172909,5846578,5771299,5763871,7428,82707,17318903,24.873316509377393,0.03205467211734185,0.3569124618752009,74.73771635663007,0.9922416978592561,0.9846028514490761,0.998712941401927,0.985853776345753,0.9995712883471982,0.0004287116528017386,0.001270486770209856,5.0,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,2,middle,True,23172909,6070395,6070803,5966286,104517,104109,16997997,25.746814955342895,0.45103098622620064,0.44927030956708974,73.35288374886382,0.9828166874471531,0.9662139314697926,0.9827836614036067,0.9828497157104275,0.9938887931914571,0.006111206808542885,0.017217495731332147,5.0,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,3,end,True,23172909,6358650,6418382,6327363,91019,31287,16723240,27.3050008525041,0.3927819334206163,0.13501541821961152,72.16720179585568,0.9904276673956831,0.9810368563099905,0.9858190117073119,0.9950796159562171,0.9945867968371369,0.005413203162863139,0.01431420191392827,3.906219482421875,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,4,left_kidney,True,23172909,61888,62729,59332,3397,2556,23107624,0.25604036161364113,0.01465935934068528,0.011030121423253334,99.71827015762243,0.9522296315911954,0.9088151949146052,0.9458464187218033,0.9586995863495347,0.9998530138499723,0.0001469861500277292,0.054889477766287484,7.451008886153244,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,5,right_kidney,True,23172909,60776,65723,60413,5310,363,23106823,0.26070529168349127,0.022914688872251645,0.001566484380532457,99.71481353506373,0.9551537956821793,0.9141573101715946,0.9192063661123199,0.994027247597736,0.9997702505432969,0.00022974945670310915,0.08737001447939977,150.16633383400958,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,6,testis,True,23172909,187825,189048,177206,11842,10619,22973242,0.7647119315058805,0.05110277695389905,0.045825062360534886,99.1383602291797,0.9404016737733931,0.8875077003210345,0.9373598239600525,0.9434633302276055,0.9994847963139921,0.0005152036860078475,0.06304805004658592,5.524271728019903,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,7,thoracic_cavity,True,23172909,1129037,1140567,1115713,24854,13324,22019018,4.81472999354548,0.1072545531508366,0.05749817599508115,95.0205172773086,0.9831785633088416,0.9669136859547393,0.9782090837276548,0.9881987924222146,0.9988725211251454,0.0011274788748546535,0.022013450400651176,2.9296875,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,8,abdominal_and_pelvic_cavity,True,23172909,3427716,3438327,3383993,54334,43723,19690859,14.603229141408185,0.23447207253953312,0.18868153325074552,84.97361725280153,0.9857185572534282,0.9718392900733763,0.9841975472373629,0.9872442757801405,0.9972482416353186,0.0027517583646814695,0.015851371583876842,3.5210334713755445,False,nan,nan,nan
nnunet_2d,20260521,136514_122984,TB,9,head,False,23172909,0,0,0,0,0,23172909,0.0,0.0,0.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0
nnunet_2d,20260521,156052000030703,HZAU,1,front,True,15881121,3839561,3810414,3801136,9278,38425,12032282,23.934935071648912,0.058421568603375044,0.24195395274678658,75.76468940700093,0.9937642933473638,0.9876058728359384,0.997565093976665,0.9899923454790795,0.9992295018253449,0.0007704981746551111,0.0024164220857540745,5.0,False,nan,nan,nan
nnunet_2d,20260521,156052000030703,HZAU,2,middle,True,15881121,3631113,3679219,3607263,71956,23850,12178052,22.714158528229838,0.4530914410890768,0.15017831549800548,76.68257171518307,0.986894439267601,0.9741279463061585,0.980442588495004,0.9934317659626677,0.994126044652379,0.005873955347620997,0.01981651355934117,5.0,False,nan,nan,nan
