method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,4962314,4942458,4896562,45896,65752,14463839,25.1466191359728,0.2357019541189527,0.3376737599622926,74.28000514994596,0.9887278576427604,0.9777070050976296,0.9907139322175322,0.9867497300654492,0.996836882272488,0.0031631177275119,0.0092489108911689,5.094474881320571,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,5104963,5090336,4955417,134919,149546,14232167,25.448872894680985,0.6928854790782418,0.7680034083726884,73.09023821786809,0.9720984151617328,0.9457115637336873,0.97349506987358,0.9707057622161024,0.9906091604101208,0.0093908395898792,0.0264289868506392,6.115371298071872,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,4932786,4992241,4858084,134157,74702,14405106,24.949012813186737,0.6889721775042781,0.383637078974072,73.97837793033491,0.9789563292875676,0.9587800770602708,0.9731268983208142,0.984856022539798,0.9907727785101624,0.0092272214898375,0.0271970038838092,5.367930920240904,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,64089,65491,60860,4631,3229,19403329,0.3125505692800999,0.0237828078596145,0.0165827438088308,99.64708387905144,0.9393424911251737,0.8856228172293364,0.9292879937701364,0.9496169389442806,0.9997613865651,0.0002386134348999,0.07225888998112,4.882810115814209,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,61689,61704,57876,3828,3813,19406532,0.2972260392319267,0.0196589480644795,0.019581914568929,99.66353309813466,0.9380759038195036,0.8833737808507716,0.9379618825359782,0.9381899528278947,0.9998027857288582,0.0001972142711418,0.0620532023537421,6.905336962626573,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,264418,269640,251143,18497,13275,19189134,1.28976154486875,0.0949925711464674,0.0681746435621644,98.54707124042262,0.9405083343007687,0.8876977183959847,0.9314011274291648,0.949795399708038,0.9990369973267396,0.0009630026732604,0.069953634018864,6.638785387928906,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,967864,954199,933682,20517,34182,18483668,4.794985879503487,0.1053664152139305,0.175543929660407,94.92410377562216,0.971541515548658,0.944657981082194,0.978498195868996,0.9646830546440408,0.9988912237961304,0.0011087762038695,0.021198226197069,5.8593597412109375,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,True,evaluable,19472049,3029366,3051312,2967107,84205,62259,16358478,15.237774925484215,0.4324403661884786,0.3197352266317735,84.01004948169553,0.9759132123095484,0.9529594796457188,0.9724036742227604,0.9794481749646624,0.9948788771272912,0.0051211228727087,0.0277962451549268,5.859375,False,,,
segformer3d_seed20260520,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19472049,0,949,0,949,0,19471100,0.0,0.0048736524851596,0.0,99.99512634751484,,,,,,,,,False,949.0,4.8736524851596255e-05,1.0
segformer3d_seed20260520,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/segformer3d__seed20260520/136032_122089.nii.gz,True,evaluable,22507640,5598574,5709486,5546859,162627,51715,16746439,24.644338544600856,0.7225413237460702,0.2297664259780234,74.40335370567504,0.9810452013873292,0.9627956045970276,0.9715163501583156,0.9907628263911488,0.9903822600254798,0.0096177399745201,0.0290479325628276,15.0,False,,,
